ID	LABEL
1649	Cordon bleu from veal schnitzel, fried
1650	Cordon bleu from pork schnitzel, fried
1655	Celeriac slices, breaded, prepared
1656	Squash slices, breaded, prepared
1657	Zucchini slices, breaded, prepared
1658	Eggplant slices, breaded, prepared
1659	Eggplant piccata, prepared
1660	Celeriac piccata, prepared
1661	Zucchini piccata, prepared
1662	Pumpkin piccata, prepared
1664	Meat lasagne, prepared
1665	Ratatouille, prepared
1666	Vegetable lasagne, prepared
1667	Veal piccata, prepared
1668	Porc piccata, prepared
1669	Veal ragout with gravy, prepared
1670	Horse ragout with sauce, prepared
1671	Pork ragout with sauce, prepared
1672	Beef ragout with sauce, prepared
1673	Lamb ragout with sauce, prepared
1675	Riz Casimir with chicken, prepared
1677	Riz Casimir with veal, prepared
1679	Vitello tonnato without garnish
1680	Vitello tonnato with garnish
1681	Veal schnitzel, pan fried in rapeseed oil HOLL
1682	Mayonnaise, home made with rapeseed oil
1683	Cocktail sauce, home made with rapeseed mayonnaise
1684	Tartare sauce, home made with rapeseed mayonnaise
1685	Schnitzel bread with cocktail sauce
1686	Schnitzel bread with tartare sauce
1687	Saltimbocca, pan fried in rapeseed oil HOLL
1692	Capuns, prepared
1693	Vinegar
1694	Flour omelette with sugar and cinnamon, prepared
1695	Flour omelette with Nutella, prepared
1696	Cereal flakes (average)
1697	Boiling meat salad, prepared
10051	Brie, at least 25% fidm
10353	Cold cuts (average)
10377	Liver (average of beef, veal, pork, poultry), raw
10378	Tongue (average of veal and beef), raw
10406	Croissant (average)
10446	Bread (average)
10449	French fries (deep fried in HO sunflower oil), unsalted
10450	French fries (baked in the oven), unsalted
10453	Fruit pie with puff pastry (average)
10454	Fruit pie with cake dough (average)
10455	Fruit pie with sweet short pastry base (average)
10456	Fruit pie (average)
10457	Table salt iodized and fluoridized
10477	Wine red, 13.5 vol%
10478	Wine white, spritzer, sour
10479	Wine white, spritzer, sweet
10486	Calimocho (red wine mixed with cola)
10532	Anchovis paste
10533	Agar Agar
10534	Lemon Curd
10535	Dulce de Leche
10536	Agave syrup
10542	Wasabi Paste
10545	Olives stuffed with minced meat, deep-fried
10546	Polenta nera (made from corn semolina and buckwheat flour,) cooked
10561	Somosa baked
10562	Samosa deep-fried
10582	Cabbage vegetables (average), boiled (without addition of salt and fat)
12981	Béchamel sauce home made
12982	Pommes Chips
12983	Potato chips fat reduced
13258	Beef, entrcôte, steak, pan fried medium" (without addition of fat and salt)""
13262	Beef, Filet, fried in oven medium" (without addition of fat and salt)""
13269	Pork, filet, fried (without addition of fat and salt)
13270	Pork, round, schnitzel, pan fried (without addition of fat and salt)
13273	lamb (sheep), filet, pan fried medium" (without addition of fat and salt)""
13275	Turkey, brest, schnitzel, ground, pan fried (without addition of fat and salt)
13276	Chicken, brest (schnitzel, ground), pan fried (without addition of fat and salt)
13281	Game meat (average), cuite (without addition of fat and Salt)
13283	Pork, chop, pan fried (without addition of fat and salt)
13284	Pork, throat, pan fried (without addition of fat and salt)
13285	Pork, chopped, pan fried (without addition of fat and salt)
13289	Pork, knuckle, braised (without addition of fat and salt)
13291	Beef, boiling meat with fat, cooked (without addition of fat and salt)
13292	Beef, boiling meat lean, cooked (without addition of fat and salt)
13297	Beef, minced, pan fried (without addition of fat and salt)
13304	Lamb, leg, roast (without addition of fat and salt)
13309	Chicken, whole with skin, roasted (without addition of fat and salt)
13310	Chicken, leg with skin, roasted (without addition of fat and salt)
13316	Veal schnitzel, pan fried (without addition of fat and salt)
13317	Minced meat (average of beef, veal, pork, chicken), pan fried (without addition of fat and salt)
13318	Meat, chopped (average of beef, veal, pork, poultry), pan fried (without addition of fat and salt)
13319	Escalope (average of beef, veal, pork, poultry), pan fried (without addition of fat and salt)
13320	Liver (average of beef, veal, pork, poultry), pan fried (without addition of fat and salt)
13322	chop (average of veal, pork, lamb), pan fried (without addition of fat and salt)
13324	Veal,steak, pan fried (without addition of fat and salt)
13325	Veal, chopped, pan fried  (without addition of fat and salt)
13328	Horse, filet, pan fried (without addition of fat and salt)
13329	Hare (Durchschnitt), cooked (without addition of fat and salt)
13333	Rolled smoked ham, cooked (without addition of fat and salt)
13341	Saucisson sausage, cooked (without addition of fat and salt)
13344	Bratwurst, fried sausage, grilled (without addition of fat and salt)
13345	Fish (average), filet, steamed (without addition of fat and salt)
13349	Trout, whole, boiled (without addition of fat and salt)
13350	Cod, filet, steamed (without addition of fat and salt)
13351	Flounder, filet, steamed (without addition of fat and Salt)
13354	Salmon, cultured, filet, steamed (without addition of fat and salt)
13377	Veal, knuckle, braised (whitout addition of fat and salt)
13384	Ewe's milk, raw
13385	Lentil, split, dried
13386	Lentil, split, cooked (without addition of fat and salt)
13387	Common bean (all types), mature seed, dried
13388	Common bean (all types), mature seed, cooked (without addition of fat and salt)
13389	Pea, mature seed, split, dried
13390	Pea, mature seed, split, cooked (wothout addition of fat and salt)
